Ride_ID,Date,City,Pickup_Area,Drop_Area,Customer_Age,Customer_Gender,Vehicle_Type,Ride_Distance_KM,Ride_Duration_Min,Fare_Amount,Surge_Multiplier,Payment_Mode,Driver_Rating,Ride_Status,Time_Of_Day
RID00572,2024-11-30 05:05,Ahmedabad,Bopal,Vastrapur,53,Female,Bike,11.73,52,102.91,1.0,UPI,,No Show,Morning
RID00573,2024-09-22 09:42,Ahmedabad,Satellite,Naranpura,52,Female,Bike,24.19,97,387.06,2.0,Cash,3.1,Completed,Evening
RID00574,2024-05-01 01:12,Vadodara,Vadsar,Harni,27,Female,Bike,13.92,57,166.7,1.0,Cash,,No Show,Evening
RID00575,2024-05-13 12:41,Surat,City Light,Althan,28,Female,Bike,9.62,37,151.98,1.5,Wallet,,No Show,Afternoon
RID00576,2024-07-09 18:42,Ahmedabad,Maninagar,Prahlad Nagar,50,Male,Bike,5.89,31,82.3,1.0,Wallet,,No Show,Afternoon
RID00577,2024-07-27 02:21,Surat,Katargam,Dumas,23,Female,Bike,24.14,102,211.17,1.0,Card,4.4,Completed,Night
RID00578,2024-03-04 05:33,Rajkot,150 Feet Ring Road,Raiya Road,37,Female,Bike,3.35,21,34.41,1.0,UPI,4.6,Completed,Evening
RID00579,2024-04-02 11:51,Rajkot,Aji Dam,Raiya Road,52,Female,Auto,3.38,12,46.24,1.0,Wallet,,No Show,Evening
RID00580,2024-05-07 21:38,Surat,Udhna,Adajan,44,Female,Bike,4.42,22,36.76,1.0,Cash,4.4,Completed,Afternoon
RID00581,2024-02-14 09:26,Vadodara,Vadsar,Waghodia Road,38,Male,Bike,23.86,120,634.12,2.0,UPI,3.6,Completed,Evening
RID00582,2024-08-05 21:32,Ahmedabad,Vastrapur,Satellite,26,Female,Bike,2.38,13,48.47,1.5,Wallet,,No Show,Afternoon
RID00583,2024-03-27 21:59,Ahmedabad,Chandkheda,Navrangpura,51,Male,Bike,18.14,101,365.35,2.0,Cash,4.2,Completed,Afternoon
RID00584,2024-05-07 17:54,Ahmedabad,Gota,Bopal,25,Female,Bike,11.15,51,154.07,1.0,Card,4.8,Completed,Evening
RID00585,2024-11-12 15:03,Vadodara,Sama,Vadsar,40,Male,Bike,18.71,97,253.3,1.0,Wallet,4.9,Completed,Afternoon
RID00586,2024-04-11 02:33,Rajkot,Raiya Road,Bhaktinagar,50,Male,Bike,9.39,53,114.11,1.2,Wallet,3.9,Completed,Morning
RID00587,2024-05-17 03:28,Ahmedabad,Prahlad Nagar,Navrangpura,46,Male,Bike,6.43,30,65.5,1.0,Cash,4.1,Completed,Afternoon
RID00588,2024-03-23 21:12,Rajkot,Bhaktinagar,Kalawad Road,48,Female,Bike,3.66,15,37.94,1.0,UPI,4.8,Completed,Evening
RID00589,2024-02-25 00:08,Vadodara,Karelibaug,Harni,27,Female,Auto,8.8,50,116.28,1.2,UPI,3.3,Completed,Night
RID00590,2024-08-07 07:39,Surat,Adajan,Piplod,27,Male,Bike,18.7,89,181.27,1.0,Cash,,No Show,Night
RID00591,2024-04-06 18:40,Rajkot,Gondal Road,University Road,27,Male,Bike,5.76,32,70.31,1.0,UPI,,Cancelled,Afternoon
RID00592,2024-09-25 09:44,Surat,Piplod,Adajan,32,Male,Bike,23.3,111,321.47,1.5,Card,3.8,Completed,Evening
RID00593,2024-01-25 05:02,Vadodara,Karelibaug,Alkapuri,18,Male,Auto,8.3,35,113.36,1.0,Card,3.5,Completed,Night
RID00594,2024-02-27 03:42,Surat,Udhna,Althan,18,Male,Bike,3.42,13,41.78,1.2,Card,,No Show,Evening
RID00595,2024-11-04 03:02,Rajkot,University Road,Aji Dam,55,Male,Bike,16.61,68,169.89,1.2,Cash,3.3,Completed,Evening
RID00596,2024-04-08 13:35,Vadodara,Fatehgunj,Manjalpur,34,Female,Bike,18.41,119,206.22,1.0,Card,3.1,Completed,Evening
RID00597,2024-11-02 08:44,Vadodara,Fatehgunj,Karelibaug,26,Female,Bike,11.06,69,211.44,1.5,UPI,,Cancelled,Morning
RID00598,2024-10-14 12:25,Ahmedabad,Vastrapur,Prahlad Nagar,35,Male,Auto,21.89,140,232.61,1.0,Cash,,No Show,Night
RID00599,2024-05-31 22:17,Ahmedabad,Bopal,Maninagar,53,Male,Bike,11.93,67,170.95,1.5,Cash,,No Show,Morning
RID00600,2024-01-27 20:15,Surat,Adajan,City Light,31,Male,Bike,1.94,7,26.31,1.0,UPI,4.7,Completed,Afternoon
RID00601,2024-05-30 10:03,Rajkot,Aji Dam,University Road,18,Female,Auto,23.71,145,292.4,1.0,Cash,4.8,Completed,Evening
RID00602,2024-11-30 08:55,Rajkot,150 Feet Ring Road,University Road,53,Male,Auto,16.78,102,217.43,1.5,Wallet,,No Show,Morning
RID00603,2024-08-10 11:09,Surat,Katargam,Udhna,48,Male,Bike,16.12,97,172.82,1.2,Wallet,,No Show,Afternoon
RID00604,2024-03-31 12:43,Surat,Dumas,Athwa,30,Male,Bike,14.67,92,174.36,1.0,Cash,3.6,Completed,Afternoon
RID00605,2024-11-04 03:24,Ahmedabad,Chandkheda,Vastrapur,42,Male,Bike,3.41,17,85.27,2.0,UPI,,Cancelled,Night
RID00606,2024-02-24 17:47,Ahmedabad,Navrangpura,Vastrapur,39,Male,Bike,7.42,46,89.94,1.5,Cash,4.9,Completed,Afternoon
RID00607,2024-03-04 00:52,Surat,Dumas,Althan,20,Male,Bike,8.96,35,100.9,1.0,Card,4.3,Completed,Afternoon
RID00608,2024-04-25 21:24,Ahmedabad,Thaltej,Chandkheda,25,Female,Bike,22.89,81,283.26,1.2,Cash,4.3,Completed,Afternoon
RID00609,2024-11-05 04:11,Ahmedabad,Vastrapur,Satellite,45,Female,Bike,2.83,12,38.32,1.0,Cash,4.8,Completed,Evening
RID00610,2024-12-30 02:50,Vadodara,Manjalpur,Vadsar,18,Male,Bike,22.01,94,316.16,1.2,Cash,4.6,Completed,Evening
RID00611,2024-03-15 02:20,Rajkot,150 Feet Ring Road,Kothariya,26,Male,Bike,20.55,78,339.26,1.2,Wallet,,Cancelled,Night
RID00612,2024-07-15 13:35,Rajkot,University Road,Pedak Road,49,Female,Bike,17.64,83,352.83,2.0,Cash,,Cancelled,Night
RID00613,2024-02-26 01:58,Vadodara,Fatehgunj,Karelibaug,40,Female,Auto,6.64,23,67.56,1.0,Cash,4.9,Completed,Afternoon
RID00614,2024-01-14 22:27,Rajkot,Kothariya,150 Feet Ring Road,41,Male,Bike,6.06,25,106.98,2.0,UPI,3.8,Completed,Night
RID00615,2024-04-03 15:47,Ahmedabad,Prahlad Nagar,Bopal,26,Female,Auto,9.77,36,78.89,1.0,Wallet,3.3,Completed,Morning
RID00616,2024-01-06 12:53,Vadodara,Vadsar,Waghodia Road,45,Female,Bike,3.67,13,60.13,2.0,Card,4.0,Completed,Morning
RID00617,2024-04-22 12:11,Rajkot,Mavdi,Kothariya,53,Male,Auto,24.35,123,303.37,1.0,Wallet,4.2,Completed,Afternoon
RID00618,2024-07-04 19:49,Vadodara,Vadsar,Karelibaug,39,Male,Bike,2.31,10,25.41,1.2,Cash,3.2,Completed,Night
RID00619,2024-01-17 07:17,Rajkot,150 Feet Ring Road,Aji Dam,23,Male,Bike,6.09,21,55.58,1.0,Wallet,4.3,Completed,Morning
RID00620,2024-07-19 23:22,Ahmedabad,Navrangpura,Chandkheda,26,Male,Bike,1.2,5,16.5,1.0,Card,3.6,Completed,Morning
RID00621,2024-03-18 21:29,Vadodara,Waghodia Road,Fatehgunj,23,Male,Bike,15.09,70,299.07,1.5,Cash,3.6,Completed,Afternoon
RID00622,2024-01-21 22:49,Surat,Athwa,Rander,42,Male,Auto,19.85,89,233.06,1.0,Cash,,Cancelled,Evening
RID00623,2024-08-20 10:10,Ahmedabad,Bopal,Thaltej,36,Male,Bike,4.42,27,87.55,1.5,UPI,4.0,Completed,Morning
RID00624,2024-08-14 20:59,Rajkot,Aji Dam,University Road,26,Male,Auto,2.71,15,31.05,1.2,Wallet,5.0,Completed,Evening
RID00625,2024-07-10 02:43,Ahmedabad,Gota,Maninagar,44,Female,Bike,21.57,134,229.61,1.0,Card,,Cancelled,Night
RID00626,2024-02-07 07:24,Ahmedabad,Naranpura,Navrangpura,47,Male,Auto,1.19,7,12.2,1.0,Card,,No Show,Afternoon
RID00627,2024-02-03 10:21,Vadodara,Karelibaug,Harni,49,Male,Bike,3.06,17,46.3,1.2,Wallet,3.8,Completed,Night
RID00628,2024-11-03 12:03,Ahmedabad,Maninagar,Thaltej,41,Female,Bike,4.74,23,87.98,2.0,Wallet,,No Show,Morning
RID00629,2024-07-26 02:19,Surat,Adajan,Udhna,46,Female,Bike,7.48,40,66.2,1.0,Cash,,Cancelled,Morning
RID00630,2024-09-03 15:34,Rajkot,150 Feet Ring Road,Kalawad Road,28,Female,Auto,9.21,53,84.65,1.0,Card,,Cancelled,Morning
RID00631,2024-08-22 04:31,Vadodara,Alkapuri,Harni,38,Male,Bike,18.35,96,182.44,1.0,Wallet,3.0,Completed,Afternoon
RID00632,2024-04-06 13:44,Rajkot,Pedak Road,Kalawad Road,52,Male,Bike,16.22,87,208.87,1.5,Wallet,4.5,Completed,Night
RID00633,2024-09-14 03:44,Surat,Katargam,Rander,49,Female,Bike,23.92,110,193.68,1.0,Wallet,,No Show,Afternoon
RID00634,2024-03-31 17:38,Vadodara,Vadsar,Akota,28,Female,Bike,24.38,109,262.16,1.0,Wallet,,No Show,Night
RID00635,2024-11-15 17:06,Rajkot,Bhaktinagar,Raiya Road,46,Male,Auto,20.34,77,329.45,2.0,Card,3.2,Completed,Morning
RID00636,2024-08-25 13:58,Vadodara,Gotri,Sama,43,Male,Bike,10.15,41,166.91,1.2,Card,,No Show,Night
RID00637,2024-07-31 01:00,Surat,Althan,Udhna,19,Male,Bike,8.38,52,121.07,1.2,Card,4.8,Completed,Evening
RID00638,2024-10-22 13:08,Rajkot,University Road,150 Feet Ring Road,42,Male,Bike,14.34,67,255.25,1.5,Wallet,4.6,Completed,Night
RID00639,2024-11-17 08:53,Rajkot,Pedak Road,150 Feet Ring Road,53,Male,Auto,3.39,20,44.29,1.5,Card,4.7,Completed,Night
RID00640,2024-10-19 12:01,Surat,Vesu,Athwa,26,Female,Bike,1.28,7,10.45,1.0,Card,,Cancelled,Morning
RID00641,2024-03-14 20:01,Surat,Rander,Udhna,55,Male,Bike,13.85,58,209.78,1.2,UPI,3.5,Completed,Evening
RID00642,2024-04-16 12:06,Vadodara,Harni,Fatehgunj,49,Male,Bike,7.78,48,65.85,1.0,Wallet,4.8,Completed,Morning
RID00643,2024-06-01 00:57,Ahmedabad,Prahlad Nagar,Satellite,29,Male,Bike,10.01,44,154.37,1.2,UPI,,Cancelled,Afternoon
RID00644,2024-09-22 16:48,Rajkot,University Road,Pedak Road,27,Male,Bike,13.52,57,123.8,1.0,Card,4.1,Completed,Morning
RID00645,2024-02-17 11:45,Ahmedabad,Vastrapur,Navrangpura,53,Female,Auto,6.27,35,60.23,1.0,Wallet,3.4,Completed,Evening
RID00646,2024-10-27 09:10,Vadodara,Akota,Harni,31,Female,Auto,7.0,28,135.61,2.0,Wallet,3.2,Completed,Night
RID00647,2024-11-19 02:28,Vadodara,Akota,Sama,28,Male,Bike,3.58,16,40.82,1.0,Card,,No Show,Evening
RID00648,2024-07-02 07:04,Vadodara,Sama,Harni,31,Female,Bike,1.72,6,18.19,1.0,Card,,Cancelled,Evening
RID00649,2024-10-14 02:24,Surat,Katargam,Vesu,36,Male,Bike,17.52,98,189.08,1.0,Cash,4.8,Completed,Morning
RID00650,2024-04-11 06:03,Ahmedabad,Thaltej,Maninagar,49,Female,Bike,22.42,106,266.53,1.2,UPI,,No Show,Morning
RID00651,2024-05-25 00:41,Rajkot,Bhaktinagar,Gondal Road,54,Male,Bike,5.11,22,57.75,1.2,Wallet,,Cancelled,Morning
RID00652,2024-02-18 13:46,Rajkot,150 Feet Ring Road,Kothariya,37,Female,Auto,23.03,83,372.98,2.0,Card,,No Show,Morning
RID00653,2024-11-24 03:53,Rajkot,Bhaktinagar,Gondal Road,41,Male,Auto,15.7,73,436.58,2.0,UPI,,Cancelled,Evening
RID00654,2024-07-07 17:00,Surat,Adajan,Vesu,21,Female,Bike,24.84,151,527.31,2.0,UPI,3.2,Completed,Afternoon
RID00655,2024-10-25 14:07,Ahmedabad,Navrangpura,Gota,26,Female,Bike,8.9,47,102.74,1.2,Cash,4.8,Completed,Morning
RID00656,2024-04-25 02:16,Vadodara,Karelibaug,Fatehgunj,36,Male,Auto,12.47,61,123.85,1.0,Card,,No Show,Afternoon
RID00657,2024-04-06 15:06,Surat,Rander,Vesu,39,Male,Auto,2.45,8,26.48,1.0,Card,,Cancelled,Morning
RID00658,2024-04-06 02:17,Rajkot,Kothariya,150 Feet Ring Road,45,Male,Bike,6.25,28,99.05,1.2,Card,4.6,Completed,Morning
RID00659,2024-08-19 11:16,Ahmedabad,Bopal,Thaltej,25,Male,Auto,6.77,41,65.0,1.0,Card,4.3,Completed,Morning
RID00660,2024-01-26 20:24,Vadodara,Gotri,Manjalpur,45,Male,Bike,11.34,51,131.12,1.2,Card,,No Show,Night
RID00661,2024-02-26 07:07,Surat,Piplod,Athwa,21,Male,Bike,15.58,78,188.31,1.0,Card,,No Show,Evening
RID00662,2024-12-20 08:31,Surat,Vesu,City Light,31,Male,Auto,6.44,34,134.3,2.0,Cash,3.2,Completed,Morning
RID00663,2024-12-18 07:10,Rajkot,Raiya Road,University Road,38,Male,Bike,5.44,33,88.62,1.5,Cash,4.7,Completed,Morning
RID00664,2024-03-28 21:48,Surat,Katargam,Althan,18,Female,Bike,16.98,81,153.93,1.0,Wallet,4.8,Completed,Afternoon
RID00665,2024-03-26 04:49,Ahmedabad,Prahlad Nagar,Vastrapur,24,Male,Bike,2.08,7,58.0,2.0,Card,4.1,Completed,Night
RID00666,2024-06-03 22:21,Rajkot,Kothariya,Pedak Road,51,Female,Bike,7.18,35,77.2,1.0,UPI,,No Show,Evening
RID00667,2024-05-05 18:47,Rajkot,Pedak Road,Kalawad Road,45,Female,Bike,21.55,118,218.59,1.0,Cash,,Cancelled,Afternoon
RID00668,2024-12-13 11:56,Ahmedabad,Vastrapur,Prahlad Nagar,39,Female,Bike,22.05,122,368.43,1.2,Wallet,3.5,Completed,Morning
RID00669,2024-10-17 11:18,Rajkot,Raiya Road,Mavdi,25,Male,Auto,13.48,61,176.68,1.5,Wallet,,No Show,Morning
RID00670,2024-01-08 14:02,Surat,Dumas,Athwa,31,Female,Bike,14.4,57,168.13,1.2,UPI,,No Show,Evening
RID00671,2024-05-25 16:42,Ahmedabad,Prahlad Nagar,Maninagar,53,Male,Bike,9.45,56,89.86,1.0,UPI,,Cancelled,Morning
RID00672,2024-05-07 21:40,Rajkot,150 Feet Ring Road,Raiya Road,42,Female,Bike,23.04,100,249.73,1.0,Wallet,,No Show,Night
RID00673,2024-04-12 08:08,Ahmedabad,Maninagar,Gota,44,Male,Bike,14.53,80,186.37,1.0,Card,4.4,Completed,Evening
RID00674,2024-12-21 10:32,Rajkot,Gondal Road,University Road,40,Female,Auto,5.4,31,55.57,1.2,Card,,No Show,Night
RID00675,2024-11-10 09:50,Vadodara,Karelibaug,Akota,33,Female,Bike,1.66,8,16.99,1.2,Cash,,Cancelled,Night
RID00676,2024-02-13 01:17,Rajkot,Kalawad Road,Kothariya,24,Female,Bike,17.08,83,275.71,1.5,UPI,,Cancelled,Afternoon
RID00677,2024-09-21 04:35,Rajkot,Aji Dam,Kothariya,49,Male,Bike,3.91,20,72.94,1.5,Cash,4.4,Completed,Evening
RID00678,2024-09-23 03:15,Surat,Udhna,Katargam,31,Male,Bike,15.97,65,127.76,1.0,Wallet,,Cancelled,Morning
RID00679,2024-10-06 08:52,Ahmedabad,Thaltej,Prahlad Nagar,46,Male,Bike,23.23,102,387.37,1.2,Wallet,4.7,Completed,Night
RID00680,2024-12-07 03:37,Surat,Adajan,Rander,49,Female,Auto,5.1,29,70.4,1.5,Card,3.6,Completed,Afternoon
RID00681,2024-01-06 18:19,Vadodara,Akota,Fatehgunj,20,Female,Auto,20.52,80,220.44,1.0,UPI,,Cancelled,Night
RID00682,2024-12-27 16:24,Rajkot,150 Feet Ring Road,Pedak Road,50,Male,Bike,1.22,4,24.04,1.5,Cash,3.7,Completed,Night
RID00683,2024-11-26 15:24,Surat,Katargam,Piplod,48,Male,Bike,7.68,44,103.99,1.0,Card,4.8,Completed,Night
RID00684,2024-12-13 15:20,Surat,Katargam,Piplod,32,Male,Bike,2.08,12,19.53,1.0,UPI,4.0,Completed,Night
RID00685,2024-01-16 05:20,Surat,Piplod,Dumas,24,Female,Bike,15.69,60,264.76,2.0,Wallet,4.2,Completed,Morning
RID00686,2024-09-27 06:05,Surat,City Light,Althan,55,Male,Bike,7.06,33,66.03,1.0,UPI,3.9,Completed,Afternoon
RID00687,2024-04-16 18:52,Surat,Adajan,Rander,48,Female,Auto,19.59,101,196.77,1.0,Card,3.4,Completed,Morning
RID00688,2024-02-21 03:31,Surat,Vesu,Althan,32,Male,Bike,21.98,114,279.02,1.0,Card,,Cancelled,Night
RID00689,2024-09-30 18:15,Ahmedabad,Vastrapur,Gota,51,Female,Bike,17.88,66,246.9,1.0,Wallet,,Cancelled,Evening
RID00690,2024-01-31 04:13,Ahmedabad,Thaltej,Satellite,53,Female,Bike,16.68,59,191.46,1.2,UPI,4.8,Completed,Night
RID00691,2024-09-02 04:17,Surat,Dumas,Vesu,20,Male,Bike,24.55,155,457.95,1.5,UPI,4.8,Completed,Morning
RID00692,2024-01-14 06:34,Vadodara,Waghodia Road,Gotri,42,Male,Bike,12.46,72,101.28,1.0,Wallet,,Cancelled,Evening
RID00693,2024-06-29 06:21,Ahmedabad,Chandkheda,Prahlad Nagar,45,Male,Bike,17.83,91,189.49,1.0,Cash,,Cancelled,Afternoon
RID00694,2024-05-07 01:04,Surat,Vesu,Adajan,21,Male,Bike,18.94,116,324.11,1.5,Wallet,,Cancelled,Afternoon
RID00695,2024-03-03 21:04,Surat,Udhna,Adajan,22,Female,Auto,15.46,95,135.71,1.0,Cash,4.0,Completed,Evening
RID00696,2024-05-16 10:44,Vadodara,Vadsar,Gotri,52,Male,Bike,23.59,137,311.71,1.0,UPI,4.1,Completed,Night
RID00697,2024-03-13 01:15,Rajkot,Bhaktinagar,Pedak Road,46,Female,Bike,5.89,23,82.9,1.5,UPI,3.2,Completed,Evening
RID00698,2024-07-14 12:28,Ahmedabad,Prahlad Nagar,Navrangpura,20,Male,Auto,15.12,66,126.38,1.0,Cash,4.0,Completed,Evening
RID00699,2024-05-14 18:13,Vadodara,Manjalpur,Karelibaug,19,Female,Bike,1.75,10,23.56,1.0,Wallet,4.8,Completed,Morning
RID00700,2024-07-14 14:47,Vadodara,Alkapuri,Manjalpur,33,Male,Bike,21.6,136,273.27,1.2,UPI,3.3,Completed,Night
RID00701,2024-05-17 21:16,Rajkot,Raiya Road,Gondal Road,18,Male,Bike,8.1,42,94.72,1.0,Card,,No Show,Afternoon
RID00702,2024-11-22 17:13,Rajkot,Raiya Road,150 Feet Ring Road,44,Male,Auto,1.41,4,19.45,1.0,UPI,,Cancelled,Night
RID00703,2024-11-18 05:09,Rajkot,Aji Dam,Pedak Road,21,Male,Auto,11.57,49,110.58,1.0,UPI,3.3,Completed,Evening
RID00704,2024-05-11 00:43,Ahmedabad,Bopal,Naranpura,40,Male,Bike,8.62,44,72.11,1.0,Cash,,No Show,Night
RID00705,2024-08-06 09:09,Rajkot,Gondal Road,150 Feet Ring Road,19,Female,Auto,13.26,55,151.46,1.0,Card,3.1,Completed,Night
RID00706,2024-01-14 03:38,Rajkot,Bhaktinagar,University Road,31,Female,Bike,15.93,63,155.24,1.0,Card,4.8,Completed,Night
RID00707,2024-10-16 16:36,Surat,Piplod,Adajan,53,Female,Bike,19.3,105,265.41,1.0,UPI,,Cancelled,Afternoon
RID00708,2024-07-04 07:29,Ahmedabad,Naranpura,Prahlad Nagar,38,Male,Bike,7.46,44,100.46,1.0,Cash,3.5,Completed,Night
RID00709,2024-08-02 07:36,Vadodara,Akota,Vadsar,26,Male,Bike,14.45,53,172.24,1.0,Wallet,3.9,Completed,Morning
RID00710,2024-11-19 06:57,Surat,City Light,Udhna,29,Female,Bike,8.53,31,112.9,1.2,UPI,4.2,Completed,Evening
RID00711,2024-08-08 00:44,Surat,Vesu,Dumas,28,Male,Bike,18.07,88,158.26,1.0,Cash,,No Show,Evening
RID00712,2024-10-29 19:39,Vadodara,Akota,Vadsar,24,Male,Bike,17.73,74,154.5,1.0,UPI,,Cancelled,Afternoon
RID00713,2024-03-18 00:37,Rajkot,Kothariya,Bhaktinagar,55,Female,Bike,7.94,39,98.46,1.0,Wallet,,Cancelled,Night
RID00714,2024-06-23 01:36,Vadodara,Vadsar,Waghodia Road,51,Female,Auto,18.34,79,172.28,1.0,Card,,No Show,Afternoon
RID00715,2024-11-11 10:06,Rajkot,Bhaktinagar,University Road,40,Female,Bike,2.01,12,37.24,2.0,Cash,4.2,Completed,Afternoon
RID00716,2024-04-28 21:17,Ahmedabad,Maninagar,Gota,27,Male,Bike,6.37,25,88.75,1.0,Cash,,Cancelled,Night
RID00717,2024-09-23 04:53,Surat,Adajan,Vesu,47,Female,Auto,12.72,75,117.26,1.0,UPI,4.5,Completed,Afternoon
RID00718,2024-02-10 23:50,Ahmedabad,Prahlad Nagar,Chandkheda,32,Male,Bike,3.08,12,38.16,1.0,Card,4.9,Completed,Night
RID00719,2024-01-20 13:06,Surat,Althan,Katargam,51,Female,Bike,16.13,81,197.45,1.0,Cash,,Cancelled,Evening
RID00720,2024-03-18 15:52,Ahmedabad,Navrangpura,Maninagar,29,Female,Auto,10.03,63,184.03,2.0,Card,,No Show,Afternoon
RID00721,2024-12-18 08:39,Surat,Rander,Vesu,42,Male,Bike,11.42,56,158.47,1.5,Card,3.1,Completed,Afternoon
RID00722,2024-10-05 15:18,Vadodara,Waghodia Road,Manjalpur,24,Male,Auto,22.0,121,337.4,1.2,UPI,4.2,Completed,Evening
RID00723,2024-07-22 22:08,Rajkot,Bhaktinagar,Pedak Road,48,Female,Bike,16.9,65,278.6,1.2,Wallet,3.7,Completed,Evening
RID00724,2024-05-13 21:20,Surat,Adajan,Katargam,44,Female,Bike,6.16,37,61.83,1.2,Wallet,,No Show,Evening
RID00725,2024-04-23 18:56,Vadodara,Akota,Sama,28,Male,Bike,12.65,52,326.65,2.0,UPI,3.9,Completed,Morning
RID00726,2024-10-10 02:41,Rajkot,150 Feet Ring Road,Aji Dam,21,Male,Bike,20.26,76,405.19,2.0,Card,4.5,Completed,Morning
RID00727,2024-05-07 00:02,Surat,Athwa,City Light,19,Male,Bike,7.96,31,79.51,1.0,Wallet,4.1,Completed,Night
RID00728,2024-07-12 20:25,Vadodara,Alkapuri,Gotri,26,Female,Bike,1.58,8,29.97,2.0,UPI,4.5,Completed,Evening
RID00729,2024-07-19 06:53,Ahmedabad,Satellite,Naranpura,37,Female,Bike,1.35,8,27.37,1.5,Wallet,4.5,Completed,Night
RID00730,2024-04-23 13:35,Ahmedabad,Maninagar,Gota,35,Female,Bike,3.39,21,55.06,1.5,Card,3.9,Completed,Night
RID00731,2024-10-22 00:25,Surat,Piplod,Adajan,32,Female,Bike,23.83,137,412.25,2.0,Card,,Cancelled,Night
RID00732,2024-09-07 18:15,Vadodara,Harni,Fatehgunj,23,Male,Bike,4.45,23,38.15,1.0,Wallet,3.4,Completed,Evening
RID00733,2024-06-13 22:36,Vadodara,Waghodia Road,Gotri,44,Male,Bike,7.05,31,91.69,1.0,Card,,Cancelled,Morning
RID00734,2024-08-05 22:04,Surat,Althan,Dumas,42,Male,Bike,24.03,101,353.33,1.2,UPI,4.8,Completed,Night
RID00735,2024-09-25 15:08,Surat,Althan,Vesu,53,Female,Auto,11.5,73,153.1,1.0,Wallet,3.3,Completed,Afternoon
RID00736,2024-03-25 04:18,Ahmedabad,Maninagar,Satellite,51,Male,Bike,18.28,112,203.55,1.0,Card,4.1,Completed,Night
RID00737,2024-08-01 05:09,Rajkot,Kothariya,Pedak Road,48,Male,Auto,23.25,131,208.91,1.0,UPI,3.0,Completed,Afternoon
RID00738,2024-02-04 11:40,Rajkot,Mavdi,Raiya Road,53,Male,Bike,12.01,45,194.78,1.5,Card,,No Show,Morning
RID00739,2024-10-14 17:41,Ahmedabad,Vastrapur,Gota,30,Male,Bike,15.03,66,284.11,1.5,Cash,,Cancelled,Evening
RID00740,2024-10-30 19:17,Ahmedabad,Vastrapur,Gota,48,Male,Auto,14.53,56,251.16,1.5,Cash,3.7,Completed,Afternoon
RID00741,2024-03-11 16:51,Ahmedabad,Vastrapur,Maninagar,46,Female,Bike,4.52,18,44.93,1.0,Wallet,,No Show,Morning
RID00742,2024-09-24 10:33,Rajkot,Raiya Road,Aji Dam,23,Male,Bike,14.44,66,212.05,1.2,Cash,3.6,Completed,Morning
RID00743,2024-11-29 11:11,Rajkot,150 Feet Ring Road,Kothariya,19,Female,Auto,17.68,75,200.62,1.0,Wallet,,Cancelled,Night
RID00744,2024-09-26 06:00,Rajkot,Bhaktinagar,Mavdi,55,Female,Bike,9.98,62,91.57,1.0,Card,,Cancelled,Afternoon
RID00745,2024-12-22 22:16,Ahmedabad,Gota,Maninagar,35,Male,Bike,7.55,41,164.17,2.0,UPI,,No Show,Morning
RID00746,2024-11-09 22:09,Vadodara,Harni,Karelibaug,29,Male,Bike,12.36,75,238.14,1.5,UPI,3.7,Completed,Night
RID00747,2024-01-09 10:53,Vadodara,Fatehgunj,Alkapuri,38,Male,Bike,8.54,51,118.71,1.0,Card,4.3,Completed,Night
RID00748,2024-01-23 08:38,Ahmedabad,Chandkheda,Prahlad Nagar,30,Female,Bike,5.63,32,69.66,1.0,Cash,3.3,Completed,Morning
RID00749,2024-02-16 05:46,Ahmedabad,Maninagar,Gota,23,Male,Auto,9.19,47,156.53,2.0,Card,3.2,Completed,Evening
RID00750,2024-03-08 09:03,Ahmedabad,Bopal,Navrangpura,42,Female,Bike,12.05,73,118.65,1.0,Cash,4.5,Completed,Afternoon
RID00751,2024-08-13 08:05,Rajkot,150 Feet Ring Road,Bhaktinagar,49,Female,Bike,21.05,90,190.77,1.0,Card,3.5,Completed,Night
RID00752,2024-08-10 11:41,Rajkot,Pedak Road,Kothariya,36,Male,Bike,23.79,125,267.11,1.0,Card,5.0,Completed,Afternoon
RID00753,2024-08-27 18:20,Rajkot,Gondal Road,Aji Dam,41,Female,Bike,6.24,26,69.28,1.0,UPI,4.0,Completed,Afternoon
RID00754,2024-06-05 05:29,Rajkot,Gondal Road,Bhaktinagar,52,Male,Bike,11.11,50,298.15,2.0,UPI,4.8,Completed,Morning
RID00755,2024-09-04 21:25,Vadodara,Harni,Karelibaug,37,Male,Bike,12.37,52,253.32,2.0,Cash,,Cancelled,Night
RID00756,2024-11-01 22:33,Ahmedabad,Chandkheda,Prahlad Nagar,30,Male,Bike,10.62,38,143.34,1.5,Cash,,No Show,Evening
RID00757,2024-03-29 09:19,Rajkot,Kalawad Road,150 Feet Ring Road,23,Male,Bike,20.24,98,217.85,1.0,Cash,3.4,Completed,Evening
RID00758,2024-08-29 17:43,Surat,Piplod,Vesu,43,Male,Bike,17.43,105,139.96,1.0,Wallet,3.7,Completed,Afternoon
RID00759,2024-05-24 21:46,Vadodara,Karelibaug,Gotri,45,Female,Bike,4.08,23,42.43,1.0,UPI,,Cancelled,Morning
RID00760,2024-11-08 19:48,Rajkot,Kothariya,Kalawad Road,43,Male,Bike,5.28,22,53.01,1.0,Cash,,No Show,Afternoon
RID00761,2024-06-08 12:43,Surat,Dumas,Rander,48,Male,Auto,8.25,31,118.05,1.2,Card,3.3,Completed,Morning
